"id","site","job_url","job_url_direct","title","company","location","job_type","date_posted","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","company_industry","listing_type","emails","description","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"ab99ff91a644e4db","indeed","https://id.indeed.com/viewjob?jk=ab99ff91a644e4db","http://id.indeed.com/job/sales-engineer-pv-inverter-ab99ff91a644e4db","SALES ENGINEER [PV & INVERTER]","Elite Asia Group","Jakarta, JK, ID","fulltime","2024-08-29","","","","","",False,"","","","","","**Job Description :**

**Technical Skills:**

* Bachelor's degree in Electrical Engineering, Energy Engineering, or a related field.
* Strong understanding of photovoltaic (PV) systems and their components, especially PV inverters.
* Familiarity with inverter design principles, maximum power point tracking (MPPT) technology, and power conversion efficiency.
* Experience with electrical codes and safety standards relevant to PV systems (e.g., IEC, NEC).

**Sales Skills:**

* Proven experience in technical sales or B2B sales.
* Ability to identify and qualify potential customers within the solar energy industry (installers, developers, utilities).
* Excellent communication and presentation skills to effectively explain technical concepts to customers.
* Strong negotiation skills to close deals and secure sales contracts.
* Ability to build and maintain strong relationships with customers and industry partners.

**Additional Requirements:**

* Understanding of the solar energy market trends and competitor landscape.
* Experience with solar energy project bidding and proposal preparation (a plus).
* Excellent technical writing and layout drawing skills for preparing proposals and reports.
* Valid driver's license and willingness to travel for customer meetings (may be required).

**Desired Skills:**

* Experience with solar monitoring and data analysis software.
* Knowledge of different inverter brands and models.
* Experience working with local EPC contractors or PV/inverters installers.

Job Type: Full-time

Pay: Up to Rp20,000,000.00 per month

Application Question(s):

* What is your proficiency level in English?

Experience:

* Solar PV Sales Engineer: 3 years (Required)","https://id.indeed.com/cmp/Elite-Asia-Group","","","","","","","","",""
"c20b57712fe112cd","indeed","https://id.indeed.com/viewjob?jk=c20b57712fe112cd","https://grnh.se/3b2e9cea7us","Field Engineer (Cikarang)","EdgeConneX","Jakarta, JK, ID","","2024-08-28","","","","","",False,"","","","","","Led by an experienced management team and supported by a strong investor group, including large and experienced institutions and strategic partners, EdgeConneX offers a dynamic, fast-paced work environment where we are bringing flexibility, proximity, power, and connectivity to some of the world's key businesses. With major offices in Herndon, Denver, and Amsterdam, we have a global footprint and a unified team of employees committed to providing a premier customer experience and delivering the full spectrum of data center solutions, from core to edge, like no other data center provider can do.



Focused on driving innovation and helping our customers define and deliver their own unique vision for the Edge, at any scale, in any market worldwide, for any requirement, we are building tomorrow's data center infrastructure, today for some of the world's most demanding Network, Content, and Cloud customers.

**Field Engineer (****Cikarang****)**



In close consultation with Data Center management, the Field Engineer will contribute to the maintenance of the technical installations and infrastructure on the Data Centers of EdgeConneX. This position will be based in Cikarang, Jakarta, and reports to the Data Center Operations Manager.


**Primary Responsibilities**
----------------------------


* Responsible for ensuring the safe, effective, and efficient delivery of planned maintenance, that meets all EdgeConneX standards and procedures, by leveraging competent contractor/vendor resources with attention to quality.
* Plans and implements customer requested work in a timely manner. Ensures that the customer and company management are informed on the status and details of the work.
* During normal working hours, responds to alarms, critical situations, and emergencies in a proper and timely manner. Responsible for communicating in a calm and clear manner and in accordance with the emergency response plan.
* Ensures that company management is fully informed and briefed on all planned and corrective work occurring in the Data Center.
* In concert with the operations:
	+ Plans work on equipment according to Planned Preventive Maintenance Schedule, including roadmap to be approved by Manager of Operations and/or Nominated person in control of an electrical installation.
	+ Prepares detailed Method of Procedure to be approved by Operations Manager and/or nominated person in control of an electrical installation.
	+ Organizes all testing of mission critical equipment on the site.
	+ Responsible for ensuring that all work being done by contractors/vendors is logged in EdgeConneX systems and is in accordance with the approved Method of Procedure
	+ Responsible for ensuring that all work being done by contractors/vendors is completed per MOP, systems is functioning, and workplace is clean.
* Will take initiative to ensure that quality and efficiency standards are raised for all the equipment in the Data Center. This includes finding ways to delivery cost savings to EdgeConneX without sacrificing quality.
* Provide technical leadership during incidents and troubleshooting.
* Train new hires on DC installations and operations maintenance and standards, customers service delivery.
* Finds ways to increase energy efficiency without sacrificing continuity or uptime of the site.
* Administers in a correct and timely manner all executed work in accordance with all process and Procedures.
* Works effectively and efficiently with others inside the organization.
* In Emergencies, is responsible for the timely response to ensure safety and operational continuity on site.
* Is constantly monitoring works on site to ensure that safety standards are met.
* **This job requires 24/7 on-call support**.


**Knowledge, Skills & Abilities**


* Fluent in English and Bahasa Indonesia.
* Ability to be at the data center location within **30 minutes** of being called in for emergencies.
* Strong technical knowledge and operational experience of Mechanical and Electrical systems in use in the Data Center environment including transformers, generators, switchgear, UPS systems, ATS & STS units, RPP units, chillers, CRAC/CRAH units and fire systems.
* Strong technical knowledge of HVAC principles and operations.
* Strong communications, both written and verbal, in leading teams and coordinating with peers and other disciplines on driving projects/issues to closure.
* Commitment to organizational excellence and constant awareness to seek opportunities to improve processes/quality of deliverables.
* Superb ability to prioritize and manage multiple projects/responsibilities.
* Superb ability to meet committed timelines, leveraging assistance/input from peers.
* Strong and effective team player in working with various disciplines and peer groups; can cover all gamut of tasks required to 'getting a job done.'
* Strong attention to detail.
* Strong leadership skills.


**Experience/Education**


* Education level complied with Local Degree standards, minimally at a M&E or related technical education
* Formal, relevant Mechanical & Electrical Engineering (M&E) training
* Past Safety Training for Data Center Operational Supervisors
* 2+ years of relevant work experience in a data center environment

  

EdgeConneX believes diversity – of thought, backgrounds and experiences – affects all that we do, from our employees to the solutions we deliver. Our goal is to create an environment in which inclusion through diversity helps deepen the lives and work experience of our employees, enhances our innovation and creativity, and enriches our involvement in our communities. EdgeConneX is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin or ancestry, physical or mental disability, as well as any other category protected by applicable federal, state, or local laws.



EdgeConneX offers a competitive benefits package.



For more information on how we process your data, visit our Data Privacy Policy here.","https://id.indeed.com/cmp/Edgeconnex","https://www.edgeconnex.com","Herndon","11 to 50","$5M to $25M (USD)","","","","",""
"2a019ae68d26ca12","indeed","https://id.indeed.com/viewjob?jk=2a019ae68d26ca12","http://id.indeed.com/job/data-engineer-2a019ae68d26ca12","Data Engineer","PT. Kwadran Lima Mitra Kaya Solusi","Jakarta, JK, ID","fulltime","2024-08-28","","","","","",False,"","","","","","**Role Description**

The Data Engineer will be responsible for tasks such as data engineering, data modeling, ETL (Talend), data warehousing, and data analytics on a day-to-day basis.

**Qualifications**

* Education minimum Bachelor (S1) in Computer Science or Information Technology
* Have at least **2 years** of experience as a **Data Eningeer**, experience in delivering using **ETL (Talend)**
* Data Engineering, Data Modeling, and **ETL skills**
* Data Warehousing and Data Analytics skills
* Experience in developing and maintaining data pipelines
* Proficiency in SQL and database management systems
* Familiarity with data visualization tools and techniques
* Strong analytical and problem-solving abilities

Job Type: Full-time","https://id.indeed.com/cmp/Pt.-Kwadran-Lima-Mitra-Kaya-Solusi","","","","","","","","",""
"dc5481abbe7679b3","indeed","https://id.indeed.com/viewjob?jk=dc5481abbe7679b3","https://careers.rina.org/job/Jakarta-Indonesia-Machinery-Plan-Approval-Engineer-10160/990002555/","Indonesia Machinery Plan Approval Engineer","RINA","Jakarta, JK, ID","fulltime","2024-08-28","","","","","",False,"","","Consulting And Business Services","","","**Posting Date:** 28 Aug 2024
**City:** Jakarta
**Location:**Jakarta, ID, 10160
**Contract Type:** Permanent
**Division:** Marine Asia Region
**Level of experience:** Junior
RINA is currently recruiting for a **Indonesia Machinery Plan Approval Engineer** to join its office in **Jakarta, Indonesia** within the Marine Asia Region Division.
**Mission**

This role focuses on supporting the elaboration of detailed plan and design reviews, resolving issues related to conflicting design requirements, ensuring client requirements and applicable standards are met
Projects could include the approval of new building, conversion, and existing vessels and yachts.**Key Accountabilities**
* Review and approve drawings of machinery and related systems on ships, offshore units, and marine equipment, in compliance with Class Rules and Statutory Regulations, for new buildings, ships in service, and ship’s conversions.
* Assist clients during the design and construction phase, providing guidance and support related to machinery and related systems.
* Provide support for the elaboration of detailed marine engineering plan review, in compliance with applicable RINA rules, international conventions and contractual requirements.
* Provide support for the resolution of issues related to conflicting design requirements and material standards.
* Provide direct day-to-day support and oversight of project elements, visit sites to take measurements.
* Provide direct or indirect support to engineers or engineering teams by gathering data, submitting documentation to officials and other day-to-day duties.
* Prepare the project deliverables (technical reports, project performance documentations and engineering drawings, etc.) .
* Take ownership and responsibility over the financial progress of assigned tasks.
* Understand and apply project management concepts providing feedback to project manager, serve as reference for the escalation of issues.
* Manage simple projects assigned applying project management concepts and techniques.
* Assess minor structural problems for internal/external clients to determine solutions with minimal supervision.
* Answer contractor questions on behalf of the supervising engineer, and serve as liaisons between engineering and construction personnel.
**Education**
Master’s Degree in Naval Engineering**Qualifications**
* 1 year related work experience


* Proven high level of technical and scientific knowledge and the ability to apply this knowledge to practical problems
  


With over 5,600 employees and 200 offices in 70 countries worldwide, RINA is a multinational player which provides certification, marine classification, product testing, site supervision and vendor inspection, training and engineering consultancy services across a wide range of sectors. Our business model covers the full process of project development, from concept to completion. The aim is to guarantee a project’s technical, environmental and safety - and sometimes also economic and financial - sustainability.  


*At RINA, we endeavor to create a work environment where every single person is valued and encouraged to develop new ideas. We provide equal employment opportunities and are committed to creating a workplace where everyone feels respected and safe from discrimination or harassment of any kind. We are also compliant to the Italian Law n. 68/99.*","https://id.indeed.com/cmp/Rina","http://rina.org","Walnut Creek, CA","51 to 200","$5M to $25M (USD)","Join us and build your own path of excellence.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9d75d58dd11c7e2ff1798e72935fd752","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/0a148855a5434f05eb017e3023a2497f","",""
"1a0be293df1e3e7f","indeed","https://id.indeed.com/viewjob?jk=1a0be293df1e3e7f","https://jobs.sea.deloitte.com/job/Jakarta-Manager-Deloitte-Digital-CDP-Architect-ID/1055243066/","Manager - Deloitte Digital - CDP Architect - ID","Deloitte","Jakarta, JK, ID","","2024-08-28","","","","","",False,"","","","","","Manager - Deloitte Digital - CDP Architect - ID


**Date:** 28 Aug 2024
**Service Line / Portfolios:** Customer & Marketing
**Location:**Jakarta, ID
**Are you ready to unleash your potential?**
At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.  


We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.  


Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.
We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.  


Ready to unleash your potential with us? Join the winning team now!  


**Work you will do**  

This role is with Deloitte Digital Southeast Asia. Across all clients and sectors, we believe great customer experiences create greater impact. That elevating the human experience creates enduring value, for the organization, for the customer, for society, for all.  


As part of Marketing and Commerce (M&C), you will work with team to help our clients with their Creative Design and Innovation, Advertising and Branding, Digital Marketing, Digital Commerce and Customer Experience Platform.  


We are seeking a skilled and proactive Data Engineer to join our team, collaborating closely with the Data Architect to implement robust data architecture for our Customer Data Platform (CDP) on Salesforce Data Cloud. As a Data Engineer, you will be responsible for building data pipelines, managing databases, and ensuring the efficient and secure flow of data into the CDP. Typical responsibilities include:  


**Data Pipeline Development:**
* Design, develop, and maintain data pipelines to efficiently and reliably ingest, process, and transform data from diverse sources into the Salesforce Data Cloud CDP.
* Collaborate with the Data Architect to implement scalable and flexible ETL processes.


**Database Management:**
* Manage and optimize databases within the Salesforce Data Cloud, ensuring high performance, reliability, and security.
* Implement data partitioning, indexing, and other strategies to enhance database efficiency.


**Data Flow Optimization:**
* Work closely with the Data Architect to optimize data flows and ensure smooth and efficient movement of data within the CDP.
* Identify and address bottlenecks or performance issues related to data processing.


**Security Implementation:**
* Implement and enforce data security measures to protect sensitive information throughout the data lifecycle.
* Collaborate with security teams to ensure compliance with data privacy and regulatory requirements.

  


**Enough about us, let's talk about you**
* Proven experience as a Data Engineer, preferably in the implementation of data architecture for Customer Data Platforms on Salesforce Data Cloud, or related Cloud CDP Platforms.
* Strong proficiency in building and optimizing data pipelines using ETL tools and frameworks.
* Experience with database management and optimization in cloud environments.
* Solid understanding of data security best practices and compliance requirements.
* Proficiency in programming languages such as Python, Java, or Scala.
* Experience with ETL tools like Apache NiFi, Talend, or similar.
* Familiarity with Salesforce Data Cloud and related technologies.
* Knowledge of database management systems (e.g., PostgreSQL, Oracle, or similar).
* Bachelor’s or Master’s degree in Computer Science, Information Technology, or a related field.
* Capable problem-solver that uses rigorous logic and methods to solve difficult problems with effective solutions
* Global thinker that can discuss multiple aspects and impacts of issues and project them into the future
* Experience in SEA

  


**Next Steps**
So what are you waiting for? Join the winning team now.  


*Due to volume of applications, we regret only shortlisted candidates will be notified.*  

*Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website.*
#LI-AZ  


**Requisition ID:** 105055
In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.","https://id.indeed.com/cmp/Deloitte","http://www.deloitte.com","New York, NY","10,000+","more than $10B (USD)","We’re a leading professional services firm, but what makes working at Deloitte unique? When you join us, you become connected. To inspiring people. To meaningful work with fascinating clients.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/b245a75ba4a28df29f8f1551ac296deb","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/602688e5b9c331c91abc4d76a60d8960","Joseph B. Ucuzoglu","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/b7e9511327980d32f2851df7a3c600f1"
"3620eeaa6a3d1f7a","indeed","https://id.indeed.com/viewjob?jk=3620eeaa6a3d1f7a","https://jobs.fmc.com/job/Semarang-Improvement-Engineer-Cent-50552/1207103900/","Improvement Engineer","FMC Corporation","Semarang, JT, ID","","2024-08-28","","","","","",False,"","","","","","The core focus of the Technical Center Improvement Engineer for Process and Equipment is to drive optimization of current processes, lead new process technology implementation, and lead small capital project development for the facility. The Improvement Engineer will work closely with operations to identify improvement opportunities, evaluate priorities for focused improvements, and provide projects for management of 5-year plan. This individual will be the site champion for implementation and management of PSM. Improve Engineer position is reporting to the Regional Quality and F&P Tech center Manager.

  


This role will be responsible for providing support on the in the following three areas:


* Asset Utilization and Continuous Improvement


* New Technology and Capital Project Development


* Process Safety Management Champion


* New Product Introduction (NPI)

  


**HOW YOU WILL HELP US SUCCEED**

  


**Asset Utilization and Continuous Improvement:**


* Support plant Operations through supplemental review of performance data to identify develop long term improvement plans to further optimize various processes.
* Develop necessary trial plans to test optimization ideas, lead testing with the plant, analyze data, and create report of findings.
* Successfully execute Continuous Improvement projects, annually.
* Support in implementation and methods to streamline collection of process data monitoring (for example- new program deployment/training, migrating data to a single source of reference, etc).
* Lead and/or participate in Root Cause Failure Analysis (RCFA) to identify and prioritize areas of improvement for the plant.
* Conduct and/or participate Process Hazard Analysis (PHA) and complete all necessary Management of Change (MOC) requirements for implementation of process or system changes.


**New Technology and Capital Project Development:**


* Leverage process knowledge and data to research and provide recommendations for process technology advancements.
* Develops and executes test protocols to determine the viability of a new technology, when needed.
* Manage engineering contractors to develop project scope, schedule, estimate, requests for proposals (RFP), drawings and other project documents.
* Develop necessary FEL and/or other CDP documentation for process technologies that will require capital funding for implementation.
* Implement approved projects in coordination with the plant personnel.
* Ensure all steps of MOC process are completed for new project implementation, including HAZOP, PHA and lessons learned meetings.
* Support the Global Improvement Leader in developing the 5-year capital plan for the facility based on recommended improvement.


**Process Safety Management Champion:**


* Serves as the facility champion for the MOC process, ensuring the process is implemented, followed, and completed for all identified changes.
* Support as the local site leads to ensure compliance with changes and improvements to PSM related policies and procedures.
* Drive implementation of the FMC process safety standard and ensure continued compliance.
* Support the Responsible Care and Sustainability initiatives.


**New Product Introduction (NPI)**


* Establish regular communication with NPI Eng regarding critical milestones for each project to ensure Technical Transfer Package (TTP) is developed on schedule in support of Capital Deployment Process (CDP) when required.


**REQUIRED EDUCATION:**

BS in Chemical or Mechanical Engineering

  


**WHAT YOU WILL BRING TO US**

  


* 3 - 5 years’ experience in a chemical environment with process experience.
* Experienced professional with knowledge of the technical field and working knowledge of business processes, technologies, and applications.
* A demonstrated history of bringing a major project in safely, on time and on budget.
* Effective team building skills with an effective operating style.
* General understanding of economic factors affecting the business.
* Strong leadership and problem-solving skills.
* Strategic agility with foresight and the ability to create alternate plans.
* Effective team building skills with an operating style that fosters high expectations, open dialogue, creates a strong sense of team, inspires, and motivates:","https://id.indeed.com/cmp/Fmc-Corporation","http://www.fmc.com","","Decline to state","Decline to state","FMC Corporation is a global agricultural sciences company dedicated to helping growers produce food, feed, fiber and fuel for an expanding world population.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/7c66e8fc214862ff77265ecdd93bd889","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/a916406d7daf944e404151492adc03d9","Pierre Brondeau","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/994baad80c645876092c80235a44914b"
"d0eb87d73c25c503","indeed","https://id.indeed.com/viewjob?jk=d0eb87d73c25c503","http://careers.engagerocket.co/lead-software-engineer-188871/","Lead Software Engineer","EngageRocket","ID","fulltime","2024-08-28","","","","","",False,"","","","","","About us
  
EngageRocket is the first venture-backed HR Technology company in SEA with the mission to create better workplaces with people analytics. We help organisations improve their employee experience from hire to retire and drive organisational outcomes such as better retention and performance. EngageRocket is recognised as one of the ‘Hottest Startups’ by Singapore Business Reviews and have offices in Singapore, Indonesia and the U.S.
  
  

Our long-term vision is to build great workplaces with 'people analytics,' gathering and processing critical workplace feedback throughout an employee’s lifecycle to inform better management decisions. To achieve this, we need to build an amazing team. Here’s where you come in...
  
  

About you
  
You're a passionate problem-solver who sees engineering as a way to empower people and transform businesses. You're driven to tackle complex challenges not just through code, but also through a deep understanding of human behavior and organizational dynamics.
  
  

At EngageRocket, we're on a mission to help companies build thriving workplaces where every employee feels valued, heard, and engaged. If you're excited by the prospect of using technology to unlock human potential and create positive change, you're in the right place. Here's what we're looking for in our ideal Lead Software Engineer:
  
* Growth Mindset: You're not afraid to dive into uncharted territory and explore new approaches. You actively seek out opportunities to learn and grow, both technically and personally.
* Ownership Mindset: You take pride in your work and are driven to deliver results. You're proactive, resourceful, and willing to go the extra mile to ensure your team succeeds.
* Collaboration Enthusiast: You thrive in a diverse and inclusive environment, where everyone's voice is valued. You're a natural communicator who can build bridges between technical and non-technical teams.
* Customer-Centric: You understand the needs of our customers and are passionate about creating solutions that make a real impact on their lives. You're empathetic, curious, and always looking for ways to improve the user experience.
* Technical Excellence: You have a strong foundation in software engineering principles and practices. You're proficient in modern technologies and are always eager to learn new tools and frameworks.


If this sounds like you, we'd love to hear from you. Join us on our journey to create a world where work is meaningful, fulfilling, and empowering for everyone.
  
  

Responsibilities
  
* Partner closely with Product, UX, and other stakeholders to create intuitive, data-driven features that empower our users to understand and improve employee engagement.
* Work closely with Engineering, DevOps, and IT Security teams to ensure our platform is robust, scalable, and upholds the highest standards for data privacy and security.
* Foster a culture of quality by advocating for and implementing best practices across the entire software development lifecycle, from code reviews and test automation to performance optimization and monitoring.
* Evaluate and implement cloud-based services that enhance our platform's capabilities, efficiency, and scalability, ensuring we stay at the forefront of technology.
* In our fast-paced environment, be prepared to contribute across the entire technology stack, from front-end user experiences to back-end data processing, demonstrating a willingness to learn and adapt.


Basic Qualifications
  
* 5+ years experience developing and scaling web applications, preferably in SaaS and cloud-based environment.
* Strong proficiency in modern web technologies (e.g., JavaScript/TypeScript, React/Vue, Python, Node.js).
* Solid grasp of core computer science principles (algorithms, data structures, OOP, databases).
* Proven ability to translate complex business needs into scalable technical solutions, with experience in failure analysis, API design, and distributed systems.
* Experience with cloud platforms (AWS, Azure, GCP) for scalability, reliability, and cost-effectiveness.
* Proven ability to establish robust data collection and analysis processes, utilizing performance metrics to drive informed decisions and continuous improvement.
* Strong commitment to security best practices (authentication, authorization, encryption).
* Proven ability to lead technical projects, mentor engineers, and foster collaboration.
* Strong communication and interpersonal skills, with the ability to effectively translate technical concepts to non-technical audiences.
* Passion for solving customer problems and improving employee experience.
* Strong ownership to all stages of development process: requirements, design, implementation, testing, and operational support.


Preferred Qualifications
  
* Exceptional coding skills in Golang, JavaScript/TypeScript, Python.
* Strong command of both relational (e.g., PostgreSQL, MySQL) and NoSQL databases (e.g., MongoDB, DynamoDB)
* Experience with caching technologies (e.g., Redis, Memcached).
* Proven track record of applying agile methodologies to deliver high-quality software iteratively.
* Adept at diagnosing and resolving complex system issues, identifying root causes, and implementing effective solutions.
* Ability to approach ambiguous challenges with a structured and analytical mindset.
* Good experience with AWS services (e.g., EC2, S3, DynamoDB, Lambda, API Gateway).
* Strong verbal and written communication skills.
* Bonus: Experience with data analysis tools (e.g., Python data libraries, SQL) and knowledge of HR technology landscape.","https://id.indeed.com/cmp/Engagerocket","https://www.engagerocket.co/","","","","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/b2833d2413b1e236c5d4768c091d29e3","","",""
"e4460fe431138ec0","indeed","https://id.indeed.com/viewjob?jk=e4460fe431138ec0","https://www.karir.com/opportunities/1392724","Database Engineer","PT Neural Technologies Indonesia","Jakarta, JK, ID","","2024-08-28","","","","","",True,"","","","","","**Informasi Lowongan**

**Tipe Pekerjaan** **Remote/On-site** **Fungsi Pekerjaan**
Data Engineer

**Jenjang Karir**
Pemula / Staf, Supervisor

**Job Deskripsi*** Analyze product needs with User/Client request
* Create a database adapted to the Business Process
* Create Database structure and tables based on needs
* Normalizing the database structure
* Create an ETL package
* Providing sample data for application purposes
* Optimizing and maintaining the database
* Configuring database
* Create and/or analyze Ad-Hoc Request


Please Apply here : https://nti.co.id/jobs/detail/database-engineering-10

**Persyaratan**

**Tingkat Pendidikan**
D3

**Jurusan Pendidikan**
Ilmu Komputer, Teknik Informatika, Teknik Komputer

**Minimal Pengalaman**
1 tahun

**Deskripsi Persyaratan*** Bachelor's degree in Information Systems, Computer Engineering, Information Technology, or another relevant field
* Minimum experience 1 year as a Database Engineering
* Have knowledge of Querying, ETL, and Tuning Performance
* Understanding the concept and architecture of Cluster Database (SQL, PostgreSQL)
* Understanding normalization and de-normalization database
* Understanding the functions/ procedures of the database


Please Apply here : https://nti.co.id/jobs/detail/database-engineering-10

**Skill yang Dibutuhkan**

**Lokasi**

**Kota**
Prov. DKI-Jakarta**Alamat**
SOHO Pancoran - Splendor 1503 Jl. MT. Haryono Kav. 2-3 Jakarta Selatan **Tentang Perusahaan**

**PT Neural Technologies Indonesia** **Industri**
Telekomunikasi**Benefit****Deskripsi Perusahaan**
PT. Neural Technologies Indonesia atau disingkat dengan PT. NTI merupakan perusahaan di bidang Sistem Informasi Rumah sakit (SIRS) dan Alat-alat Kesehatan yang berdiri pada tahun 2007.</div>","https://id.indeed.com/cmp/PT-Neural-Technologies-Indonesia","","","","","","","","",""
"5fd764e798d536f6","indeed","https://id.indeed.com/viewjob?jk=5fd764e798d536f6","https://apply.workable.com/j/8AEC1D0939","iOS Engineer","Ajaib","Jakarta, JK, ID","fulltime","2024-08-28","","","","","",False,"","","","","","### **Getting to Know Ajaib**


We’ve been experiencing hyper-growth the past year, becoming Indonesia's 7th Unicorn Startup and the first Investment Fintech Unicorn in South East Asia 2,5 years after Ajaib first launched. With the global financial technology market expected to grow gradually, we aim to make stock trading accessible for millennials through our mobile-first approach. In 2022, we opened our new head office in the Indonesia Stock Exchange Building, and we’re just getting started!


The three principles, or what we call as 3DNAs became the foundation and sets the guideline for the Magician belief system: Everyone is an owner, Growth Mindset, and A Will to Win.

### **Description**


Every team has its specialty and uniqueness, and our Technology team is no exception! In addition, our Technology team has its DNA that makes our team different and excels at what they do.


Impact Driven: We are driven to create products that not only focus on user experience but also make a social impact as a bigger purpose.


Craftsmanship: To us, building a product is an art. We carefully craft every detail of it and ensure we have a strong sense of ownership.


Pushing Boundaries: Comfort zone is not a place we want to stay in. We keep innovating to keep our minds sharp.

### **Responsibilities**

* Develop an intuitive and delightful product experience for our iOS platform.
* Own features through inception, design feedback, implementation, and launch.
* Implement unit tests and functional tests for tasks.
* Collaborate with stakeholders such as our Product Designers, Product Managers, Backend Engineers, and Data Engineers.
* Mentor and guide other engineers on contributing to the code base

**Requirements**

* 2+ years of professional experience in iOS development.
* Proficiency in Swift or Objective C and experience with the iOS framework are necessary.
* Deep understanding of UIKit.
* Excellent communication skills and passion for solving challenging technical problems.
* Familiarity with end-to-end systems development life cycles.
* Bachelor's degree in Computer Science, Engineering, or related equivalent experience.

### **Bonus**

* You implement unit tests and functional tests for tasks.
* You have high engineering standards and bring consistency to the codebases, infrastructure, and processes.
* Familiarity with RxSwift, IGListKit, and Texture

### **Core Tech Stack**

* Swift & Objective-C
* RxSwift
* UIKit & Auto Layout
* Core Graphics & Core Animation
* Lottie
* Core Data
* VIPER/MVVM architecture

**Benefits**


At Ajaib, we recognize how some of us can’t fit into only one type of work arrangement. That’s why we strive to have options and build the foundation of a flexible work structure and culture where ""work can be from anywhere (WFA)"". Work From Office (WFO) will become a WFA alternative when employees want to socialize and bond with colleagues in the office space.  

Join us as we make magic happen to increase Indonesia’s financial inclusion!","https://id.indeed.com/cmp/Ajaib","https://career.ajaib.co.id/","","","","","","","",""
"472595a62f5f1765","indeed","https://id.indeed.com/viewjob?jk=472595a62f5f1765","http://id.indeed.com/job/data-engineer-472595a62f5f1765","Data Engineer","MyRepublic","Jakarta, JK, ID","fulltime, contract","2024-08-28","","","","","",False,"","","","","","Becoming a leading multimedia business in fiber broadband and interactive TV cable, MyRepublic a member of Sinar Mas, subsidiaries of PT Dian Swastatika Sentosa Tbk, currently are looking for potential candidate to be employed as Data Engineer for our new branches with the following details:

Requirements:

- Min. Bachelor's degree in Computer Engineer, Computer Science, Information Technology, Mathematics, Statistics and/or related fields.

- 3+ years experience in database design, data integration, data pipeline development, big data.

- Experience in business intelligence and data visualization tools e.g. Grafana, Google Looker Studio

- Ready to learn and explore new thing of business areas to support the dynamic business requirements

- Knowledge of Linux, Shell Script, Phyton, MySQL, PosgreSQL is an advantage.

Job Description:

- Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics B

- Build Automate Tasks, Analytical tools and programs.

- Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.

If you are ready to take a new career path, please apply now. Lets create your own journey with us!

All confidentiality of submitted applicant data is the company's priority. Only shortlisted candidates will be notified.

Jenis Pekerjaan: Penuh Waktu, Kontrak","https://id.indeed.com/cmp/Myrepublic-02bd6217","","","","","","","","",""
